cell,protein
DU-145,15792
DU-145,7497
DU-145,15123
DU-145,14758
DU-145,9639
DU-145,10665
DU-145,15760
DU-145,16278
DU-145,8238
DU-145,6928
DU-145,3186
DU-145,9561
DU-145,8233
DU-145,6256
DU-145,2391
DU-145,16426
DU-145,13948
DU-145,967
DU-145,5539
DU-145,8234
DU-145,16586
DU-145,5387
DU-145,13227
DU-145,16191
DU-145,16086
DU-145,15765
DU-145,17088
DU-145,16374
DU-145,625
DU-145,6423
DU-145,15229
DU-145,1021
DU-145,10289
DU-145,15292
DU-145,11633
DU-145,12277
DU-145,3768
DU-145,5368
DU-145,9671
DU-145,14136
DU-145,16177
DU-145,13736
DU-145,16860
DU-145,3217
DU-145,16413
DU-145,16199
DU-145,3308
DU-145,7118
DU-145,12526
DU-145,13324
DU-145,723
DU-145,9676
DU-145,5673
DU-145,12621
DU-145,14718
DU-145,7666
DU-145,9093
DU-145,15850
DU-145,2010
EKVX,4306
EKVX,7624
EKVX,17083
EKVX,1402
EKVX,12653
EKVX,320
EKVX,8521
EKVX,2202
EKVX,14608
EKVX,8229
EKVX,15330
EKVX,848
EKVX,9703
EKVX,1513
EKVX,2314
EKVX,10779
EKVX,4791
EKVX,14762
EKVX,7949
EKVX,4836
EKVX,16086
EKVX,5110
EKVX,16493
EKVX,15526
EKVX,3452
EKVX,8516
EKVX,10553
EKVX,9446
EKVX,12164
EKVX,15853
EKVX,6764
EKVX,16554
EKVX,13574
EKVX,7903
EKVX,3245
EKVX,16575
EKVX,11669
EKVX,3137
EKVX,11191
EKVX,15737
EKVX,13660
EKVX,427
EKVX,7273
EKVX,12652
EKVX,8223
EKVX,3828
EKVX,12933
EKVX,3502
EKVX,12909
EKVX,15080
EKVX,5369
EKVX,6574
EKVX,4347
EKVX,9898
EKVX,4032
EKVX,13600
EKVX,588
EKVX,4790
EKVX,6814
EKVX,4967
EKVX,1278
EKVX,5569
EKVX,14731
EKVX,15508
EKVX,12706
EKVX,15535
EKVX,15378
EKVX,9461
EKVX,4638
EKVX,14002
EKVX,8410
EKVX,14773
EKVX,6047
EKVX,15792
EKVX,5806
EKVX,7924
EKVX,7497
EKVX,10125
EKVX,15123
EKVX,3120
EKVX,17037
EKVX,4394
EKVX,10376
EKVX,15995
EKVX,864
EKVX,14758
EKVX,449
EKVX,3035
EKVX,15149
EKVX,17015
EKVX,12126
EKVX,1305
EKVX,9639
EKVX,1579
EKVX,15498
EKVX,10665
EKVX,10103
EKVX,7038
EKVX,16081
EKVX,16278
EKVX,8238
EKVX,8236
EKVX,6928
EKVX,4302
EKVX,9634
EKVX,3186
EKVX,14775
EKVX,11122
EKVX,8241
EKVX,8555
EKVX,12008
EKVX,14523
EKVX,1333
EKVX,5493
EKVX,11044
EKVX,9587
EKVX,10359
EKVX,13026
EKVX,9561
EKVX,10617
EKVX,16068
EKVX,646
EKVX,5172
EKVX,14298
EKVX,2872
EKVX,6060
EKVX,3337
EKVX,8233
EKVX,14297
EKVX,6256
EKVX,5383
EKVX,14694
EKVX,6308
EKVX,854
EKVX,1605
EKVX,11561
EKVX,9204
EKVX,7163
EKVX,12538
EKVX,9892
EKVX,15793
EKVX,853
EKVX,809
EKVX,5516
EKVX,12945
EKVX,2391
EKVX,8706
EKVX,9203
EKVX,10089
EKVX,3569
EKVX,3183
EKVX,5555
EKVX,16426
EKVX,14798
EKVX,13948
EKVX,967
EKVX,14077
EKVX,15967
EKVX,10188
EKVX,1405
EKVX,4305
EKVX,5539
EKVX,8234
EKVX,12623
EKVX,16586
EKVX,5387
EKVX,14449
EKVX,5976
EKVX,13227
EKVX,650
EKVX,16191
EKVX,5290
EKVX,16086
EKVX,12193
EKVX,12413
EKVX,3341
EKVX,16441
EKVX,6145
EKVX,15810
EKVX,15765
EKVX,17088
EKVX,14461
EKVX,15394
EKVX,13481
EKVX,316
EKVX,16374
EKVX,8701
EKVX,10759
EKVX,14029
EKVX,16643
EKVX,10782
EKVX,15593
EKVX,625
EKVX,6423
EKVX,78
EKVX,5150
EKVX,15229
EKVX,1021
EKVX,10210
EKVX,10289
EKVX,8317
EKVX,7997
EKVX,3530
EKVX,6960
EKVX,15292
EKVX,13541
EKVX,12633
EKVX,795
EKVX,11633
EKVX,6114
EKVX,15369
EKVX,4700
EKVX,13425
EKVX,6554
EKVX,1068
EKVX,9635
EKVX,6335
EKVX,1338
EKVX,16166
EKVX,14488
EKVX,473
EKVX,8927
EKVX,9938
EKVX,12277
EKVX,1935
EKVX,15960
EKVX,7725
EKVX,11332
EKVX,4688
EKVX,1370
EKVX,14064
EKVX,5368
EKVX,9597
EKVX,6427
EKVX,14800
EKVX,12299
EKVX,7856
EKVX,8235
EKVX,9671
EKVX,14136
EKVX,17093
EKVX,6086
EKVX,11128
EKVX,9200
EKVX,8499
EKVX,3195
EKVX,15621
EKVX,4121
EKVX,4467
EKVX,4891
EKVX,8106
EKVX,16177
EKVX,13736
EKVX,10694
EKVX,7414
EKVX,16860
EKVX,2414
EKVX,3217
EKVX,7142
EKVX,9043
EKVX,16413
EKVX,16199
EKVX,240
EKVX,2068
EKVX,15751
EKVX,9393
EKVX,2686
EKVX,12407
EKVX,12319
EKVX,14979
EKVX,3308
EKVX,1406
EKVX,12865
EKVX,7118
EKVX,1318
EKVX,1420
EKVX,10219
EKVX,9981
EKVX,411
EKVX,12526
EKVX,12375
EKVX,13324
EKVX,12804
EKVX,5074
EKVX,723
EKVX,15272
EKVX,12419
EKVX,15816
EKVX,2560
EKVX,11016
EKVX,9676
EKVX,12615
EKVX,513
EKVX,1233
EKVX,7899
EKVX,3820
EKVX,3058
EKVX,7670
EKVX,15363
EKVX,6944
EKVX,1049
EKVX,5673
EKVX,4804
EKVX,12621
EKVX,12544
EKVX,2280
EKVX,14718
EKVX,1474
EKVX,7666
EKVX,6198
EKVX,10163
EKVX,16170
EKVX,9093
EKVX,9988
EKVX,10465
EKVX,12885
EKVX,15850
EKVX,7517
EKVX,4186
EKVX,12914
EKVX,2010
EKVX,15042
EKVX,12079
HCC-2998,12062
HCC-2998,10771
HCC-2998,5102
HCC-2998,12653
HCC-2998,14608
HCC-2998,8229
HCC-2998,15330
HCC-2998,848
HCC-2998,9703
HCC-2998,1513
HCC-2998,2314
HCC-2998,10779
HCC-2998,4791
HCC-2998,9811
HCC-2998,7949
HCC-2998,4836
HCC-2998,1904
HCC-2998,16086
HCC-2998,5110
HCC-2998,16493
HCC-2998,15526
HCC-2998,3452
HCC-2998,10553
HCC-2998,12164
HCC-2998,6231
HCC-2998,15853
HCC-2998,6764
HCC-2998,13574
HCC-2998,7903
HCC-2998,3245
HCC-2998,14666
HCC-2998,11669
HCC-2998,11191
HCC-2998,9666
HCC-2998,15737
HCC-2998,9017
HCC-2998,4390
HCC-2998,2905
HCC-2998,13660
HCC-2998,16450
HCC-2998,427
HCC-2998,13887
HCC-2998,15186
HCC-2998,7273
HCC-2998,12652
HCC-2998,8223
HCC-2998,12933
HCC-2998,3502
HCC-2998,15080
HCC-2998,402
HCC-2998,15607
HCC-2998,6574
HCC-2998,6334
HCC-2998,4032
HCC-2998,4790
HCC-2998,6814
HCC-2998,4967
HCC-2998,14597
HCC-2998,14731
HCC-2998,15508
HCC-2998,7826
HCC-2998,12706
HCC-2998,15535
HCC-2998,15378
HCC-2998,14002
HCC-2998,521
HCC-2998,4140
HCC-2998,6047
HCC-2998,13584
HCC-2998,11123
HCC-2998,15792
HCC-2998,5806
HCC-2998,7497
HCC-2998,10125
HCC-2998,15123
HCC-2998,8938
HCC-2998,3120
HCC-2998,4394
HCC-2998,10376
HCC-2998,864
HCC-2998,14758
HCC-2998,449
HCC-2998,17015
HCC-2998,9165
HCC-2998,9273
HCC-2998,12126
HCC-2998,9639
HCC-2998,3461
HCC-2998,1579
HCC-2998,7959
HCC-2998,15498
HCC-2998,10665
HCC-2998,14445
HCC-2998,16081
HCC-2998,16278
HCC-2998,8238
HCC-2998,6362
HCC-2998,13356
HCC-2998,8236
HCC-2998,12445
HCC-2998,3186
HCC-2998,14775
HCC-2998,8241
HCC-2998,8555
HCC-2998,12008
HCC-2998,14523
HCC-2998,1333
HCC-2998,5493
HCC-2998,11044
HCC-2998,9587
HCC-2998,9561
HCC-2998,10617
HCC-2998,16068
HCC-2998,13270
HCC-2998,5172
HCC-2998,2872
HCC-2998,8230
HCC-2998,8233
HCC-2998,6256
HCC-2998,14694
HCC-2998,6308
HCC-2998,1605
HCC-2998,7163
HCC-2998,10595
HCC-2998,1675
HCC-2998,15793
HCC-2998,853
HCC-2998,8252
HCC-2998,11690
HCC-2998,2420
HCC-2998,809
HCC-2998,5516
HCC-2998,12945
HCC-2998,2391
HCC-2998,9203
HCC-2998,10089
HCC-2998,3183
HCC-2998,16426
HCC-2998,14798
HCC-2998,13948
HCC-2998,967
HCC-2998,8821
HCC-2998,739
HCC-2998,15967
HCC-2998,4544
HCC-2998,1405
HCC-2998,11212
HCC-2998,4305
HCC-2998,8855
HCC-2998,5539
HCC-2998,8234
HCC-2998,16586
HCC-2998,5387
HCC-2998,4438
HCC-2998,14449
HCC-2998,13227
HCC-2998,4401
HCC-2998,12518
HCC-2998,16191
HCC-2998,16086
HCC-2998,12193
HCC-2998,13225
HCC-2998,4887
HCC-2998,12704
HCC-2998,3341
HCC-2998,16441
HCC-2998,14436
HCC-2998,6145
HCC-2998,15810
HCC-2998,17088
HCC-2998,14461
HCC-2998,15394
HCC-2998,16374
HCC-2998,10759
HCC-2998,14029
HCC-2998,14659
HCC-2998,15593
HCC-2998,625
HCC-2998,6423
HCC-2998,5150
HCC-2998,15229
HCC-2998,12919
HCC-2998,16472
HCC-2998,1021
HCC-2998,10210
HCC-2998,10289
HCC-2998,6960
HCC-2998,15292
HCC-2998,16957
HCC-2998,2340
HCC-2998,12654
HCC-2998,15774
HCC-2998,15481
HCC-2998,10967
HCC-2998,12633
HCC-2998,746
HCC-2998,11633
HCC-2998,6114
HCC-2998,15369
HCC-2998,4700
HCC-2998,13425
HCC-2998,14255
HCC-2998,6335
HCC-2998,1338
HCC-2998,16166
HCC-2998,14488
HCC-2998,16564
HCC-2998,12277
HCC-2998,1935
HCC-2998,7725
HCC-2998,11332
HCC-2998,2522
HCC-2998,5368
HCC-2998,9597
HCC-2998,6426
HCC-2998,14026
HCC-2998,14800
HCC-2998,4646
HCC-2998,7856
HCC-2998,8235
HCC-2998,6983
HCC-2998,9671
HCC-2998,14136
HCC-2998,6086
HCC-2998,11128
HCC-2998,9200
HCC-2998,8499
HCC-2998,3195
HCC-2998,596
HCC-2998,15357
HCC-2998,15621
HCC-2998,4121
HCC-2998,237
HCC-2998,4467
HCC-2998,4891
HCC-2998,8106
HCC-2998,16177
HCC-2998,13736
HCC-2998,12021
HCC-2998,7414
HCC-2998,16860
HCC-2998,2414
HCC-2998,3217
HCC-2998,16413
HCC-2998,11704
HCC-2998,3161
HCC-2998,16199
HCC-2998,240
HCC-2998,2686
HCC-2998,12319
HCC-2998,3308
HCC-2998,10409
HCC-2998,11662
HCC-2998,3082
HCC-2998,12865
HCC-2998,7118
HCC-2998,9700
HCC-2998,10219
HCC-2998,9981
HCC-2998,2582
HCC-2998,8838
HCC-2998,12526
HCC-2998,12375
HCC-2998,13324
HCC-2998,16993
HCC-2998,12294
HCC-2998,5074
HCC-2998,723
HCC-2998,15272
HCC-2998,15816
HCC-2998,2560
HCC-2998,12360
HCC-2998,9676
HCC-2998,12615
HCC-2998,14367
HCC-2998,7899
HCC-2998,11153
HCC-2998,17092
HCC-2998,11658
HCC-2998,7670
HCC-2998,1049
HCC-2998,5673
HCC-2998,12621
HCC-2998,12544
HCC-2998,4018
HCC-2998,2280
HCC-2998,14718
HCC-2998,1474
HCC-2998,14601
HCC-2998,7666
HCC-2998,7420
HCC-2998,16170
HCC-2998,14355
HCC-2998,9093
HCC-2998,4304
HCC-2998,10465
HCC-2998,15850
HCC-2998,7517
HCC-2998,4186
HCC-2998,2010
HCC-2998,14018
HCC-2998,15042
HCC-2998,12079
HCT-15,11202
HCT-15,7624
HCT-15,2146
HCT-15,12144
HCT-15,8160
HCT-15,17083
HCT-15,5102
HCT-15,487
HCT-15,2202
HCT-15,14608
HCT-15,8229
HCT-15,15330
HCT-15,848
HCT-15,9703
HCT-15,1513
HCT-15,2314
HCT-15,8555
HCT-15,10779
HCT-15,4791
HCT-15,9185
HCT-15,7925
HCT-15,7949
HCT-15,4836
HCT-15,1904
HCT-15,16086
HCT-15,5110
HCT-15,16493
HCT-15,15526
HCT-15,12164
HCT-15,6231
HCT-15,15853
HCT-15,13574
HCT-15,7903
HCT-15,3245
HCT-15,11191
HCT-15,9340
HCT-15,15737
HCT-15,2905
HCT-15,13660
HCT-15,15186
HCT-15,7273
HCT-15,12652
HCT-15,8223
HCT-15,12933
HCT-15,3502
HCT-15,15080
HCT-15,402
HCT-15,15607
HCT-15,16742
HCT-15,5369
HCT-15,9898
HCT-15,4032
HCT-15,4790
HCT-15,6814
HCT-15,4967
HCT-15,16976
HCT-15,1278
HCT-15,14731
HCT-15,15508
HCT-15,17159
HCT-15,7826
HCT-15,12706
HCT-15,15535
HCT-15,15378
HCT-15,14002
HCT-15,521
HCT-15,16926
HCT-15,6047
HCT-15,13584
HCT-15,15792
HCT-15,5806
HCT-15,7922
HCT-15,7497
HCT-15,14262
HCT-15,10125
HCT-15,15123
HCT-15,8938
HCT-15,3120
HCT-15,4394
HCT-15,10376
HCT-15,864
HCT-15,14758
HCT-15,1287
HCT-15,15149
HCT-15,16433
HCT-15,17015
HCT-15,9165
HCT-15,12126
HCT-15,9639
HCT-15,3461
HCT-15,1579
HCT-15,10665
HCT-15,15760
HCT-15,16278
HCT-15,8238
HCT-15,6941
HCT-15,571
HCT-15,8236
HCT-15,12445
HCT-15,1073
HCT-15,3186
HCT-15,14775
HCT-15,8241
HCT-15,8555
HCT-15,12008
HCT-15,14523
HCT-15,1333
HCT-15,5493
HCT-15,11044
HCT-15,9587
HCT-15,10359
HCT-15,13026
HCT-15,10617
HCT-15,16068
HCT-15,5172
HCT-15,8216
HCT-15,8230
HCT-15,8233
HCT-15,6256
HCT-15,6308
HCT-15,1605
HCT-15,16926
HCT-15,12538
HCT-15,1675
HCT-15,15793
HCT-15,853
HCT-15,8769
HCT-15,2420
HCT-15,809
HCT-15,5516
HCT-15,12945
HCT-15,2391
HCT-15,10089
HCT-15,3183
HCT-15,16426
HCT-15,14798
HCT-15,13948
HCT-15,967
HCT-15,8821
HCT-15,5557
HCT-15,739
HCT-15,15967
HCT-15,1405
HCT-15,11212
HCT-15,4305
HCT-15,5539
HCT-15,15260
HCT-15,8234
HCT-15,16586
HCT-15,5387
HCT-15,4803
HCT-15,14449
HCT-15,13227
HCT-15,16191
HCT-15,8526
HCT-15,16086
HCT-15,12193
HCT-15,13225
HCT-15,16441
HCT-15,6145
HCT-15,3419
HCT-15,17088
HCT-15,14461
HCT-15,15394
HCT-15,316
HCT-15,16374
HCT-15,11430
HCT-15,8548
HCT-15,10759
HCT-15,14029
HCT-15,14659
HCT-15,15593
HCT-15,625
HCT-15,6423
HCT-15,5150
HCT-15,15229
HCT-15,12919
HCT-15,16472
HCT-15,1021
HCT-15,10210
HCT-15,10289
HCT-15,6960
HCT-15,15292
HCT-15,7778
HCT-15,703
HCT-15,2424
HCT-15,10249
HCT-15,15774
HCT-15,15481
HCT-15,12633
HCT-15,16111
HCT-15,11633
HCT-15,15369
HCT-15,4858
HCT-15,9655
HCT-15,8515
HCT-15,4700
HCT-15,13425
HCT-15,6554
HCT-15,13332
HCT-15,14255
HCT-15,6335
HCT-15,1338
HCT-15,16166
HCT-15,14488
HCT-15,473
HCT-15,12277
HCT-15,1935
HCT-15,7725
HCT-15,11332
HCT-15,4688
HCT-15,5368
HCT-15,6426
HCT-15,3494
HCT-15,14026
HCT-15,14800
HCT-15,7856
HCT-15,8235
HCT-15,6983
HCT-15,7496
HCT-15,9671
HCT-15,14136
HCT-15,11128
HCT-15,9200
HCT-15,8499
HCT-15,11921
HCT-15,3195
HCT-15,596
HCT-15,15621
HCT-15,4121
HCT-15,237
HCT-15,4467
HCT-15,4891
HCT-15,8106
HCT-15,16177
HCT-15,13736
HCT-15,2548
HCT-15,12021
HCT-15,16858
HCT-15,7414
HCT-15,16860
HCT-15,2414
HCT-15,3217
HCT-15,16413
HCT-15,3161
HCT-15,16199
HCT-15,240
HCT-15,2686
HCT-15,14979
HCT-15,3308
HCT-15,10409
HCT-15,11662
HCT-15,3082
HCT-15,4413
HCT-15,7118
HCT-15,10219
HCT-15,9981
HCT-15,2582
HCT-15,8838
HCT-15,12526
HCT-15,12375
HCT-15,13324
HCT-15,12804
HCT-15,5074
HCT-15,723
HCT-15,15272
HCT-15,17088
HCT-15,15816
HCT-15,2560
HCT-15,12360
HCT-15,9676
HCT-15,12615
HCT-15,14367
HCT-15,7899
HCT-15,11153
HCT-15,7670
HCT-15,6944
HCT-15,5673
HCT-15,12621
HCT-15,12544
HCT-15,16926
HCT-15,2280
HCT-15,14718
HCT-15,1474
HCT-15,14601
HCT-15,7666
HCT-15,7420
HCT-15,16170
HCT-15,14355
HCT-15,9093
HCT-15,10465
HCT-15,15850
HCT-15,7517
HCT-15,4186
HCT-15,444
HCT-15,11624
HCT-15,2010
HCT-15,14018
HCT-15,15042
HCT-15,16519
HCT116,320
HCT116,487
HCT116,14608
HCT116,8229
HCT116,848
HCT116,1513
HCT116,2314
HCT116,10779
HCT116,4791
HCT116,7949
HCT116,4836
HCT116,1904
HCT116,16086
HCT116,5110
HCT116,16493
HCT116,15526
HCT116,3452
HCT116,14382
HCT116,12164
HCT116,15853
HCT116,13574
HCT116,7903
HCT116,3245
HCT116,17088
HCT116,16575
HCT116,11191
HCT116,9340
HCT116,15737
HCT116,16450
HCT116,15186
HCT116,12652
HCT116,8223
HCT116,12933
HCT116,3502
HCT116,15080
HCT116,15607
HCT116,5369
HCT116,4032
HCT116,4790
HCT116,4967
HCT116,1278
HCT116,14731
HCT116,15508
HCT116,17159
HCT116,12706
HCT116,2007
HCT116,15378
HCT116,4638
HCT116,14002
HCT116,6047
HCT116,11123
HCT116,15792
HCT116,5806
HCT116,7497
HCT116,10125
HCT116,15123
HCT116,4394
HCT116,10376
HCT116,864
HCT116,14758
HCT116,17015
HCT116,9165
HCT116,12126
HCT116,9639
HCT116,5219
HCT116,10665
HCT116,15760
HCT116,16081
HCT116,16278
HCT116,8238
HCT116,15814
HCT116,8236
HCT116,12445
HCT116,3186
HCT116,14775
HCT116,8555
HCT116,12008
HCT116,14523
HCT116,5493
HCT116,13026
HCT116,10617
HCT116,16068
HCT116,13270
HCT116,14298
HCT116,8230
HCT116,8233
HCT116,6256
HCT116,13168
HCT116,5383
HCT116,14694
HCT116,15793
HCT116,853
HCT116,809
HCT116,5516
HCT116,2391
HCT116,9203
HCT116,10089
HCT116,3183
HCT116,16426
HCT116,9143
HCT116,14798
HCT116,9286
HCT116,13948
HCT116,967
HCT116,8821
HCT116,739
HCT116,15967
HCT116,1405
HCT116,4305
HCT116,5539
HCT116,8234
HCT116,4841
HCT116,16586
HCT116,5387
HCT116,4438
HCT116,14449
HCT116,13227
HCT116,16191
HCT116,16086
HCT116,12193
HCT116,16441
HCT116,6145
HCT116,17088
HCT116,15394
HCT116,14242
HCT116,16374
HCT116,11430
HCT116,14029
HCT116,14659
HCT116,15593
HCT116,625
HCT116,6423
HCT116,15229
HCT116,16472
HCT116,1021
HCT116,10210
HCT116,10289
HCT116,9670
HCT116,15292
HCT116,996
HCT116,4599
HCT116,15774
HCT116,12633
HCT116,11633
HCT116,17031
HCT116,15369
HCT116,4700
HCT116,13425
HCT116,6335
HCT116,1338
HCT116,16166
HCT116,14488
HCT116,12277
HCT116,1935
HCT116,15960
HCT116,7725
HCT116,4688
HCT116,5368
HCT116,14800
HCT116,4646
HCT116,12299
HCT116,7856
HCT116,8235
HCT116,7496
HCT116,9671
HCT116,14136
HCT116,9200
HCT116,8499
HCT116,15621
HCT116,4467
HCT116,8106
HCT116,16177
HCT116,13736
HCT116,12021
HCT116,7414
HCT116,16860
HCT116,2414
HCT116,3217
HCT116,16413
HCT116,3161
HCT116,16199
HCT116,14979
HCT116,3308
HCT116,11662
HCT116,3082
HCT116,4413
HCT116,7118
HCT116,10219
HCT116,9981
HCT116,12526
HCT116,12375
HCT116,13324
HCT116,5074
HCT116,723
HCT116,15272
HCT116,17088
HCT116,15816
HCT116,11016
HCT116,9676
HCT116,12615
HCT116,1233
HCT116,7899
HCT116,552
HCT116,13917
HCT116,7670
HCT116,5673
HCT116,12621
HCT116,12544
HCT116,2280
HCT116,14718
HCT116,1474
HCT116,7666
HCT116,15200
HCT116,16170
HCT116,9093
HCT116,10465
HCT116,15850
HCT116,7517
HCT116,4186
HCT116,2010
HCT116,14018
HCT116,15042
HL-60(TB),17083
HL-60(TB),4829
HL-60(TB),10941
HL-60(TB),16251
HL-60(TB),14608
HL-60(TB),8229
HL-60(TB),848
HL-60(TB),15466
HL-60(TB),15894
HL-60(TB),1513
HL-60(TB),2314
HL-60(TB),10779
HL-60(TB),4791
HL-60(TB),9185
HL-60(TB),7949
HL-60(TB),3416
HL-60(TB),5005
HL-60(TB),16406
HL-60(TB),16086
HL-60(TB),5110
HL-60(TB),15526
HL-60(TB),3452
HL-60(TB),10553
HL-60(TB),9446
HL-60(TB),14382
HL-60(TB),8751
HL-60(TB),12164
HL-60(TB),13574
HL-60(TB),7903
HL-60(TB),3245
HL-60(TB),11669
HL-60(TB),11191
HL-60(TB),15737
HL-60(TB),14753
HL-60(TB),16450
HL-60(TB),15186
HL-60(TB),12652
HL-60(TB),8223
HL-60(TB),12933
HL-60(TB),3502
HL-60(TB),12909
HL-60(TB),15080
HL-60(TB),3647
HL-60(TB),402
HL-60(TB),15607
HL-60(TB),1847
HL-60(TB),4032
HL-60(TB),4790
HL-60(TB),6814
HL-60(TB),4967
HL-60(TB),1278
HL-60(TB),6925
HL-60(TB),14731
HL-60(TB),15508
HL-60(TB),17159
HL-60(TB),12706
HL-60(TB),2007
HL-60(TB),2398
HL-60(TB),15378
HL-60(TB),4638
HL-60(TB),14002
HL-60(TB),14773
HL-60(TB),15807
HL-60(TB),15792
HL-60(TB),5806
HL-60(TB),7497
HL-60(TB),10125
HL-60(TB),15123
HL-60(TB),8231
HL-60(TB),4394
HL-60(TB),17130
HL-60(TB),10376
HL-60(TB),864
HL-60(TB),14758
HL-60(TB),3035
HL-60(TB),17015
HL-60(TB),10767
HL-60(TB),12126
HL-60(TB),14732
HL-60(TB),16366
HL-60(TB),9639
HL-60(TB),5219
HL-60(TB),10665
HL-60(TB),16081
HL-60(TB),16278
HL-60(TB),8238
HL-60(TB),15814
HL-60(TB),8236
HL-60(TB),4302
HL-60(TB),12445
HL-60(TB),3186
HL-60(TB),14775
HL-60(TB),14523
HL-60(TB),5493
HL-60(TB),10617
HL-60(TB),16068
HL-60(TB),5172
HL-60(TB),14298
HL-60(TB),6060
HL-60(TB),3337
HL-60(TB),8230
HL-60(TB),6256
HL-60(TB),5383
HL-60(TB),14694
HL-60(TB),6308
HL-60(TB),7026
HL-60(TB),9892
HL-60(TB),15793
HL-60(TB),16272
HL-60(TB),2508
HL-60(TB),853
HL-60(TB),11382
HL-60(TB),11741
HL-60(TB),898
HL-60(TB),809
HL-60(TB),5516
HL-60(TB),12945
HL-60(TB),2391
HL-60(TB),4764
HL-60(TB),9203
HL-60(TB),16233
HL-60(TB),1013
HL-60(TB),16426
HL-60(TB),14798
HL-60(TB),13948
HL-60(TB),967
HL-60(TB),698
HL-60(TB),15967
HL-60(TB),10188
HL-60(TB),1371
HL-60(TB),188
HL-60(TB),5539
HL-60(TB),15260
HL-60(TB),8234
HL-60(TB),10443
HL-60(TB),16586
HL-60(TB),5387
HL-60(TB),4438
HL-60(TB),13227
HL-60(TB),5250
HL-60(TB),16191
HL-60(TB),16086
HL-60(TB),12193
HL-60(TB),12413
HL-60(TB),3341
HL-60(TB),16441
HL-60(TB),6145
HL-60(TB),17088
HL-60(TB),14461
HL-60(TB),15394
HL-60(TB),5069
HL-60(TB),16374
HL-60(TB),14029
HL-60(TB),6473
HL-60(TB),14659
HL-60(TB),625
HL-60(TB),6423
HL-60(TB),8889
HL-60(TB),16472
HL-60(TB),2174
HL-60(TB),15667
HL-60(TB),1021
HL-60(TB),10210
HL-60(TB),1181
HL-60(TB),13532
HL-60(TB),10289
HL-60(TB),715
HL-60(TB),374
HL-60(TB),7997
HL-60(TB),840
HL-60(TB),15292
HL-60(TB),996
HL-60(TB),2340
HL-60(TB),9864
HL-60(TB),12654
HL-60(TB),15478
HL-60(TB),15774
HL-60(TB),12633
HL-60(TB),7203
HL-60(TB),11633
HL-60(TB),6114
HL-60(TB),15369
HL-60(TB),3250
HL-60(TB),4700
HL-60(TB),13425
HL-60(TB),15338
HL-60(TB),4918
HL-60(TB),6335
HL-60(TB),1338
HL-60(TB),16166
HL-60(TB),14488
HL-60(TB),16700
HL-60(TB),15781
HL-60(TB),9938
HL-60(TB),16564
HL-60(TB),12277
HL-60(TB),1574
HL-60(TB),1935
HL-60(TB),15960
HL-60(TB),7725
HL-60(TB),5368
HL-60(TB),7836
HL-60(TB),13052
HL-60(TB),14800
HL-60(TB),12299
HL-60(TB),7856
HL-60(TB),3367
HL-60(TB),8235
HL-60(TB),5682
HL-60(TB),14136
HL-60(TB),6086
HL-60(TB),9200
HL-60(TB),4014
HL-60(TB),8499
HL-60(TB),596
HL-60(TB),15621
HL-60(TB),11723
HL-60(TB),4121
HL-60(TB),4467
HL-60(TB),4891
HL-60(TB),8106
HL-60(TB),16177
HL-60(TB),1185
HL-60(TB),13736
HL-60(TB),8232
HL-60(TB),10694
HL-60(TB),7414
HL-60(TB),14204
HL-60(TB),16860
HL-60(TB),2414
HL-60(TB),3217
HL-60(TB),7142
HL-60(TB),14187
HL-60(TB),16413
HL-60(TB),16199
HL-60(TB),14979
HL-60(TB),15223
HL-60(TB),3308
HL-60(TB),10409
HL-60(TB),11662
HL-60(TB),3082
HL-60(TB),7118
HL-60(TB),1400
HL-60(TB),10219
HL-60(TB),2603
HL-60(TB),9981
HL-60(TB),12526
HL-60(TB),12375
HL-60(TB),13324
HL-60(TB),14757
HL-60(TB),5074
HL-60(TB),723
HL-60(TB),15272
HL-60(TB),17088
HL-60(TB),15816
HL-60(TB),9676
HL-60(TB),1233
HL-60(TB),7899
HL-60(TB),1545
HL-60(TB),13917
HL-60(TB),7670
HL-60(TB),14086
HL-60(TB),15363
HL-60(TB),5673
HL-60(TB),12621
HL-60(TB),12544
HL-60(TB),16926
HL-60(TB),2280
HL-60(TB),14718
HL-60(TB),7071
HL-60(TB),1474
HL-60(TB),7666
HL-60(TB),7420
HL-60(TB),8724
HL-60(TB),16170
HL-60(TB),9093
HL-60(TB),4304
HL-60(TB),10465
HL-60(TB),15850
HL-60(TB),7517
HL-60(TB),4186
HL-60(TB),2010
HL-60(TB),14018
HL-60(TB),15042
HOP-62,11202
HOP-62,4416
HOP-62,5102
HOP-62,12653
HOP-62,2419
HOP-62,320
HOP-62,487
HOP-62,2202
HOP-62,14608
HOP-62,8229
HOP-62,15330
HOP-62,848
HOP-62,9703
HOP-62,352
HOP-62,8563
HOP-62,806
HOP-62,13982
HOP-62,1513
HOP-62,2314
HOP-62,916
HOP-62,10779
HOP-62,4791
HOP-62,9811
HOP-62,7949
HOP-62,1904
HOP-62,16086
HOP-62,5110
HOP-62,16493
HOP-62,15526
HOP-62,3452
HOP-62,7583
HOP-62,10553
HOP-62,12164
HOP-62,4750
HOP-62,15853
HOP-62,11264
HOP-62,13574
HOP-62,7903
HOP-62,3245
HOP-62,8722
HOP-62,3137
HOP-62,11191
HOP-62,15737
HOP-62,7512
